,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv
0,894816451,MERV - XMEV - GFGC3000AB - 24hs,94.0,2024-04-11 14:00:02,2,2024-04-11 14:00:09.838,90.0,213,88.05,9,88.0,22,87.901,2,87.0,210,94.0,2,95.5,12,98.897,29,99.0,11,102.0,2,2024-04-11 14:00:05.661,,0,0
1,894816494,MERV - XMEV - GFGC3300AB - 24hs,10.6,2024-04-11 14:00:03,70,2024-04-11 14:00:12.921,8.5,2,5.2,100,5.0,72,4.0,50,0.1,150,10.6,70,15.0,3,20.5,13,27.0,20,35.0,7,2024-04-11 14:00:05.764,,0,0
2,894816682,MERV - XMEV - GFGC3000AB - 24hs,95.5,2024-04-11 14:00:02,12,2024-04-11 14:00:22.688,95.5,1,90.0,213,88.05,9,88.0,22,87.901,2,98.897,29,99.0,11,102.0,2,103.0,7,104.5,3,2024-04-11 14:00:06.161,,133400,14
3,894816710,MERV - XMEV - GFGC3300AB - 24hs,10.6,2024-04-11 14:00:03,70,2024-04-11 14:00:22.769,8.5,2,5.2,100,5.0,72,4.0,50,0.1,150,15.0,3,20.5,13,27.0,20,35.0,7,47.0,60,2024-04-11 14:00:06.264,,74200,70
4,894816788,MERV - XMEV - GFGC3300AB - 24hs,10.6,2024-04-11 14:00:03,70,2024-04-11 14:00:28.500,10.6,170,8.5,2,5.2,100,5.0,72,4.0,50,15.0,3,20.5,13,27.0,20,35.0,7,47.0,60,2024-04-11 14:00:07.201,,74200,70
5,894816860,MERV - XMEV - GFGC3300AB - 24hs,10.6,2024-04-11 14:00:03,70,2024-04-11 14:00:35.804,11.5,30,10.6,170,8.5,2,5.2,100,5.0,72,15.0,3,20.5,13,27.0,20,35.0,7,47.0,60,2024-04-11 14:00:07.981,,74200,70
6,894817010,MERV - XMEV - GFGC3300AB - 24hs,10.6,2024-04-11 14:00:03,70,2024-04-11 14:00:49.171,11.5,30,11.0,70,10.6,170,8.5,2,5.2,100,15.0,3,20.5,13,27.0,20,35.0,7,47.0,60,2024-04-11 14:00:09.328,,74200,70
7,894817031,MERV - XMEV - GFGV2400AB - 24hs,0.6,2024-04-11 14:00:10,4,2024-04-11 14:00:49.385,0.6,4,0.0,0,0.0,0,0.0,0,0.0,0,1.5,72,2.09,12,30.0,81,34.0,60,0.0,0,2024-04-11 14:00:10.027,,0,0
8,894817035,MERV - XMEV - GFGC3000AB - 24hs,95.5,2024-04-11 14:00:02,12,2024-04-11 14:00:49.397,96.897,2,95.5,2,90.0,213,88.05,9,88.0,22,98.897,29,99.0,11,102.0,2,103.0,7,104.5,3,2024-04-11 14:00:10.045,,133400,14
9,894817069,MERV - XMEV - GFGC2300AB - 24hs,742.0,2024-04-11 14:00:10,1,2024-04-11 14:00:50.376,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,742.0,1,744.0,1,0.0,0,0.0,0,0.0,0,2024-04-11 14:00:10.536,,0,0
