,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv
0,1610628959,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:11:30.831,1100.0,18,1000.0,5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-09 14:11:30.749,,0,0
1,1610629145,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:11:31.832,1100.0,17,1000.0,5,0.0,0,0.0,0,0.0,0,3996.6,1,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-09 14:11:31.749,,110000,1
2,1610641684,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:12:32.305,1100.0,18,1000.0,5,0.0,0,0.0,0,0.0,0,3996.6,1,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-09 14:12:32.222,,110000,1
3,1610643613,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:12:42.424,1100.0,19,1000.0,5,0.0,0,0.0,0,0.0,0,3996.6,1,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-09 14:12:42.286,,110000,1
4,1610673652,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:15:11.812,1100.0,19,1000.0,5,0.0,0,0.0,0,0.0,0,3400.0,1,3500.0,2,0.0,0,0.0,0,0.0,0,2025-05-09 14:15:11.728,,110000,1
5,1610674437,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:15:15.599,1100.0,19,1000.0,5,0.0,0,0.0,0,0.0,0,3400.0,1,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-09 14:15:15.039,,110000,1
6,1610849369,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:31:50.215,1200.0,23,1100.0,1,1100.0,2,1000.0,5,0.0,0,3400.0,1,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-09 14:31:50.128,,110000,1
7,1610923166,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:38:09.678,1200.0,23,1100.0,1,1100.0,1,1000.0,5,0.0,0,3400.0,1,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-09 14:38:09.205,,110000,1
8,1610925760,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:38:20.681,1300.0,17,1250.0,2,1100.0,1,1100.0,1,1000.0,5,3400.0,1,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-09 14:38:20.593,,110000,1
9,1610927227,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:38:28.664,1300.0,17,1100.0,1,1100.0,1,1000.0,5,0.0,0,3400.0,1,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-09 14:38:28.573,,110000,1
10,1610929082,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:38:41.483,1300.0,19,1100.0,1,1100.0,1,1000.0,5,0.0,0,3400.0,1,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-09 14:38:41.395,,110000,1
11,1610942518,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:40:00.209,1300.0,19,1100.0,1,1100.0,1,1000.0,5,0.0,0,3400.0,2,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-09 14:40:00.117,,110000,1
12,1610943511,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:40:06.089,1300.0,19,1100.0,1,1100.0,1,1000.0,5,0.0,0,3400.0,3,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-09 14:40:05.996,,110000,1
13,1610946152,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:40:19.235,1300.0,2,1100.0,1,1100.0,1,1000.0,5,0.0,0,3400.0,2,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-09 14:40:19.061,,110000,1
14,1610949062,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:40:33.374,1300.0,2,1100.0,1,1100.0,1,1000.0,5,0.0,0,3200.0,1,3400.0,2,0.0,0,0.0,0,0.0,0,2025-05-09 14:40:33.263,,110000,1
15,1610949322,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:40:34.179,1400.0,22,1300.0,2,1100.0,1,1100.0,1,1000.0,5,3200.0,1,3400.0,2,0.0,0,0.0,0,0.0,0,2025-05-09 14:40:33.842,,110000,1
16,1610994327,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:44:38.975,1400.0,22,1300.0,2,1100.0,1,1100.0,1,0.0,0,3200.0,1,3400.0,2,0.0,0,0.0,0,0.0,0,2025-05-09 14:44:38.870,,110000,1
17,1611001116,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:45:16.375,1400.0,22,1100.0,1,1100.0,1,0.0,0,0.0,0,3200.0,1,3400.0,2,0.0,0,0.0,0,0.0,0,2025-05-09 14:45:16.269,,110000,1
18,1611004365,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:45:36.272,1200.0,23,1100.0,1,1100.0,1,0.0,0,0.0,0,3200.0,1,3400.0,2,0.0,0,0.0,0,0.0,0,2025-05-09 14:45:36.178,,110000,1
19,1611019526,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:47:07.137,1200.0,23,1100.0,1,1100.0,1,0.0,0,0.0,0,2400.0,1,2500.0,1,3400.0,2,0.0,0,0.0,0,2025-05-09 14:47:07.048,,110000,1
20,1611027014,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:47:59.388,1200.0,23,1100.0,1,1100.0,1,0.0,0,0.0,0,2400.0,1,3400.0,2,0.0,0,0.0,0,0.0,0,2025-05-09 14:47:59.207,,110000,1
21,1611032044,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:48:34.785,1200.0,23,1100.0,1,1100.0,1,0.0,0,0.0,0,1900.0,1,2000.0,1,3400.0,2,0.0,0,0.0,0,2025-05-09 14:48:34.693,,110000,1
22,1611035441,MERV - XMEV - GFGC6000OC - 24hs,1100.0,2025-05-09 14:11:30,1,2025-05-09 14:48:55.007,1200.0,23,1100.0,1,1100.0,1,0.0,0,0.0,0,1900.0,1,3400.0,2,0.0,0,0.0,0,0.0,0,2025-05-09 14:48:54.916,,110000,1
