,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv
0,951641194,MERV - XMEV - GFGC5200AG - 24hs,200.0,2024-05-09 17:50:43,1,2024-05-09 17:50:43.104,200.0,1,0.0,0,0.0,0,0.0,0,0.0,0,900.0,36,1000.0,2,1400.0,1,8900.0,1,0.0,0,2024-05-09 17:50:43.022,,0,0
1,951641292,MERV - XMEV - GFGC5200AG - 24hs,200.0,2024-05-09 17:50:43,1,2024-05-09 17:50:44.105,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,900.0,36,1000.0,2,1400.0,1,8900.0,1,0.0,0,2024-05-09 17:50:44.022,,20000,1
2,951641396,MERV - XMEV - GFGC5200AG - 24hs,200.0,2024-05-09 17:50:43,1,2024-05-09 17:50:45.314,2.1,1,0.0,0,0.0,0,0.0,0,0.0,0,900.0,36,1000.0,2,1400.0,1,8900.0,1,0.0,0,2024-05-09 17:50:45.231,,20000,1
3,951698738,MERV - XMEV - GFGC5200AG - 24hs,200.0,2024-05-09 17:50:43,1,2024-05-09 18:00:25.560,2.1,1,0.0,0,0.0,0,0.0,0,0.0,0,240.0,41,250.0,1,1000.0,2,1400.0,1,8900.0,1,2024-05-09 18:00:25.478,,20000,1
4,951699636,MERV - XMEV - GFGC5200AG - 24hs,200.0,2024-05-09 17:50:43,1,2024-05-09 18:00:32.626,2.1,1,0.0,0,0.0,0,0.0,0,0.0,0,220.0,41,239.0,1,1000.0,2,1400.0,1,8900.0,1,2024-05-09 18:00:32.541,,20000,1
5,951700126,MERV - XMEV - GFGC5200AG - 24hs,200.0,2024-05-09 17:50:43,1,2024-05-09 18:00:36.452,2.1,1,0.0,0,0.0,0,0.0,0,0.0,0,220.0,42,1000.0,2,1400.0,1,8900.0,1,0.0,0,2024-05-09 18:00:36.370,,20000,1
6,951723331,MERV - XMEV - GFGC5200AG - 24hs,200.0,2024-05-09 17:50:43,1,2024-05-09 18:04:41.789,2.1,1,0.0,0,0.0,0,0.0,0,0.0,0,220.0,41,245.0,1,1000.0,2,1400.0,1,8900.0,1,2024-05-09 18:04:41.706,,20000,1
7,951724704,MERV - XMEV - GFGC5200AG - 24hs,200.0,2024-05-09 17:50:43,1,2024-05-09 18:04:55.326,2.1,1,0.0,0,0.0,0,0.0,0,0.0,0,220.0,41,500.0,1,1000.0,2,1400.0,1,8900.0,1,2024-05-09 18:04:55.243,,20000,1
8,951728370,MERV - XMEV - GFGC5200AG - 24hs,200.0,2024-05-09 17:50:43,1,2024-05-09 18:05:33.542,2.1,1,0.0,0,0.0,0,0.0,0,0.0,0,450.0,42,500.0,1,1000.0,2,1400.0,1,8900.0,1,2024-05-09 18:05:33.458,,20000,1
9,951732721,MERV - XMEV - GFGC5200AG - 24hs,200.0,2024-05-09 17:50:43,1,2024-05-09 18:06:18.706,2.1,1,0.0,0,0.0,0,0.0,0,0.0,0,222.9,29,275.0,1,1000.0,2,1400.0,1,8900.0,1,2024-05-09 18:06:18.623,,20000,1
10,951733369,MERV - XMEV - GFGC5200AG - 24hs,200.0,2024-05-09 17:50:43,1,2024-05-09 18:06:25.700,2.1,1,0.0,0,0.0,0,0.0,0,0.0,0,222.9,29,300.0,1,1000.0,2,1400.0,1,8900.0,1,2024-05-09 18:06:25.617,,20000,1
11,951736802,MERV - XMEV - GFGC5200AG - 24hs,200.0,2024-05-09 17:50:43,1,2024-05-09 18:07:00.106,2.1,1,0.0,0,0.0,0,0.0,0,0.0,0,222.9,29,1000.0,2,1400.0,1,8900.0,1,0.0,0,2024-05-09 18:07:00.023,,20000,1
12,951762226,MERV - XMEV - GFGC5200AG - 24hs,200.0,2024-05-09 17:50:43,1,2024-05-09 18:11:20.476,2.1,1,0.0,0,0.0,0,0.0,0,0.0,0,900.0,34,1000.0,2,1400.0,1,8900.0,1,0.0,0,2024-05-09 18:11:20.393,,20000,1
