,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv
0,1596227252,MERV - XMEV - GFGC6800JU - 24hs,800.0,2025-05-02 14:36:25,2,2025-05-02 14:36:26.007,800.0,5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-02 14:36:25.931,,0,0
1,1596227261,MERV - XMEV - GFGC6800JU - 24hs,800.0,2025-05-02 14:36:25,2,2025-05-02 14:36:27.007,800.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-02 14:36:26.932,,160000,2
2,1596228083,MERV - XMEV - GFGC8000AG - 24hs,550.0,2025-05-02 14:36:54,1,2025-05-02 14:36:54.228,280.26,15,0.0,0,0.0,0,0.0,0,0.0,0,550.0,1,1833.13,1,0.0,0,0.0,0,0.0,0,2025-05-02 14:36:54.152,,0,0
3,1596228127,MERV - XMEV - GFGC8000AG - 24hs,550.0,2025-05-02 14:36:54,1,2025-05-02 14:36:55.228,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1833.13,1,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-02 14:36:55.152,,55000,1
4,1596228129,MERV - XMEV - GFGC8000AG - 24hs,550.0,2025-05-02 14:36:54,1,2025-05-02 14:36:55.728,590.67,14,0.0,0,0.0,0,0.0,0,0.0,0,1833.13,1,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-02 14:36:55.652,,55000,1
5,1596228212,MERV - XMEV - GFGC8000AG - 24hs,550.0,2025-05-02 14:36:54,1,2025-05-02 14:36:58.451,590.67,14,0.0,0,0.0,0,0.0,0,0.0,0,1208.7,1,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-02 14:36:58.376,,55000,1
6,1596230519,MERV - XMEV - GFGC8000AG - 24hs,550.0,2025-05-02 14:36:54,1,2025-05-02 14:38:42.051,368.59,14,0.0,0,0.0,0,0.0,0,0.0,0,707.44,15,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-02 14:38:41.971,,55000,1
7,1596232309,MERV - XMEV - GFGC8000AG - 24hs,550.0,2025-05-02 14:36:54,1,2025-05-02 14:40:23.655,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-02 14:40:23.577,,55000,1
8,1596239748,MERV - XMEV - GFGC8000AG - 24hs,550.0,2025-05-02 14:36:54,1,2025-05-02 14:43:34.792,368.59,14,0.0,0,0.0,0,0.0,0,0.0,0,688.1,15,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-02 14:43:34.714,,55000,1
9,1596242106,MERV - XMEV - GFGC8000AG - 24hs,550.0,2025-05-02 14:36:54,1,2025-05-02 14:44:37.178,352.83,14,0.0,0,0.0,0,0.0,0,0.0,0,683.31,15,0.0,0,0.0,0,0.0,0,0.0,0,2025-05-02 14:44:37.091,,55000,1
