,index,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv,trade,trade_cat
0,1009,1721341937,MERV - XMEV - GGAL - 24hs,6200.0,2025-07-02 14:00:20,85,2025-07-02 14:00:20.419,6340.0,10,6250.0,43,6200.0,97,6190.0,90,6180.0,2,6000.0,1,6100.0,3,6170.0,1,6200.0,80,6230.0,10,2025-07-02 14:00:20.409,,0,0,True,nan
1,1088,1721342117,MERV - XMEV - GGAL - 24hs,6200.0,2025-07-02 14:00:20,2,2025-07-02 14:00:21.495,6200.0,65,6190.0,90,6180.0,2,6170.0,2,6160.0,2,6230.0,10,6250.0,644,6260.0,15009,6280.0,20,6290.0,14,2025-07-02 14:00:21.409,,527000,85,False,nan
2,1199,1721342451,MERV - XMEV - GGAL - 24hs,6200.0,2025-07-02 14:00:20,2,2025-07-02 14:00:22.579,6200.0,65,6190.0,90,6180.0,2,6170.0,2,6160.0,2,6230.0,10,6250.0,644,6260.0,15009,6280.0,20,6290.0,14,2025-07-02 14:00:22.007,,930000,150,False,nan
3,1251,1721342580,MERV - XMEV - GGAL - 24hs,6200.0,2025-07-02 14:00:20,2,2025-07-02 14:00:23.019,6190.0,90,6180.0,2,6170.0,2,6160.0,2,6150.0,20,6200.0,1935,6230.0,10,6250.0,644,6260.0,15009,6280.0,20,2025-07-02 14:00:22.507,,930000,150,False,nan
4,1317,1721342766,MERV - XMEV - GGAL - 24hs,6200.0,2025-07-02 14:00:20,2,2025-07-02 14:00:23.670,6190.0,90,6180.0,2,6170.0,2,6160.0,2,6150.0,20,6200.0,1940,6230.0,10,6250.0,644,6260.0,15009,6280.0,20,2025-07-02 14:00:23.008,,930000,150,False,nan
5,1530,1721343270,MERV - XMEV - GGAL - 24hs,6200.0,2025-07-02 14:00:20,2,2025-07-02 14:00:25.415,6190.0,90,6180.0,2,6170.0,2,6160.0,2,6150.0,20,6200.0,2005,6230.0,10,6250.0,644,6260.0,15009,6280.0,20,2025-07-02 14:00:25.268,,930000,150,False,nan
6,1970,1721344343,MERV - XMEV - GGAL - 24hs,6200.0,2025-07-02 14:00:20,2,2025-07-02 14:00:29.943,6190.0,90,6180.0,2,6170.0,2,6160.0,2,6150.0,20,6200.0,2005,6230.0,10,6250.0,15644,6260.0,9,6280.0,20,2025-07-02 14:00:29.615,,930000,150,False,nan
7,2383,1721345155,MERV - XMEV - GGAL - 24hs,6200.0,2025-07-02 14:00:20,2,2025-07-02 14:00:32.547,6190.0,90,6180.0,2,6170.0,2,6160.0,2,6150.0,20,6200.0,2005,6230.0,10,6240.0,15000,6250.0,644,6260.0,9,2025-07-02 14:00:32.293,,930000,150,False,nan
8,2493,1721345367,MERV - XMEV - GGAL - 24hs,6200.0,2025-07-02 14:00:32,5,2025-07-02 14:00:33.223,6190.0,90,6180.0,2,6170.0,2,6160.0,2,6150.0,20,6200.0,2005,6230.0,10,6240.0,15000,6250.0,644,6260.0,9,2025-07-02 14:00:32.918,,930000,150,True,offer
9,2539,1721345436,MERV - XMEV - GGAL - 24hs,6200.0,2025-07-02 14:00:32,6,2025-07-02 14:00:33.440,6190.0,90,6180.0,2,6170.0,2,6160.0,2,6150.0,20,6200.0,2005,6230.0,10,6240.0,15000,6250.0,644,6260.0,9,2025-07-02 14:00:33.418,,930000,150,False,nan
