,index,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv,trade,trade_cat
0,235,1798502460,MERV - XMEV - GGAL - 24hs,6710.0,2025-08-04 13:59:54,30,2025-08-04 14:00:02.786,6710.0,270,6700.0,5480,6690.0,11545,6680.0,52771,6670.0,30325,6720.0,11670,6730.0,32296,6740.0,5000,6750.0,4502,6760.0,7671,2025-08-04 14:00:01.116,,703042970,105094,True,nan
1,687,1798503120,MERV - XMEV - GGAL - 24hs,6710.0,2025-08-04 13:59:54,30,2025-08-04 14:00:06.748,6710.0,270,6700.0,5480,6690.0,21545,6680.0,52771,6670.0,30325,6720.0,11670,6730.0,32296,6740.0,5000,6750.0,4502,6760.0,7671,2025-08-04 14:00:03.745,,703042970,105094,False,nan
2,979,1798503573,MERV - XMEV - GGAL - 24hs,6710.0,2025-08-04 13:59:54,30,2025-08-04 14:00:11.753,6710.0,270,6700.0,5480,6690.0,21545,6680.0,52771,6670.0,30325,6720.0,6670,6730.0,40296,6740.0,5000,6750.0,4502,6760.0,7671,2025-08-04 14:00:05.648,,703042970,105094,False,nan
3,1026,1798503635,MERV - XMEV - GGAL - 24hs,6720.0,2025-08-04 14:00:06,3,2025-08-04 14:00:12.107,6710.0,270,6700.0,5480,6690.0,21545,6680.0,52771,6670.0,30325,6720.0,6670,6730.0,40296,6740.0,5000,6750.0,4502,6760.0,7671,2025-08-04 14:00:06.148,,703042970,105094,True,offer
4,1069,1798503693,MERV - XMEV - GGAL - 24hs,6720.0,2025-08-04 14:00:06,3,2025-08-04 14:00:12.487,6710.0,270,6700.0,5480,6690.0,21545,6680.0,53771,6670.0,30325,6720.0,6667,6730.0,40296,6740.0,5000,6750.0,4502,6760.0,7671,2025-08-04 14:00:06.648,,703042970,105094,False,nan
5,1140,1798503788,MERV - XMEV - GGAL - 24hs,6720.0,2025-08-04 14:00:06,3,2025-08-04 14:00:13.054,6710.0,270,6700.0,5480,6690.0,21545,6680.0,53771,6670.0,30325,6720.0,6667,6730.0,40296,6740.0,5000,6750.0,4502,6760.0,7671,2025-08-04 14:00:07.149,,703063130,105097,False,nan
6,2285,1798505389,MERV - XMEV - GGAL - 24hs,6720.0,2025-08-04 14:00:06,3,2025-08-04 14:00:23.591,6710.0,270,6700.0,5780,6690.0,21245,6680.0,53771,6670.0,30325,6720.0,6667,6730.0,40296,6740.0,5000,6750.0,4502,6760.0,7671,2025-08-04 14:00:13.822,,703063130,105097,False,nan
7,2517,1798505722,MERV - XMEV - GGAL - 24hs,6720.0,2025-08-04 14:00:06,3,2025-08-04 14:00:25.959,6710.0,470,6700.0,5780,6690.0,21295,6680.0,52771,6670.0,30325,6720.0,6667,6730.0,40296,6740.0,5000,6750.0,4502,6760.0,7671,2025-08-04 14:00:15.732,,703063130,105097,False,nan
8,2972,1798506414,MERV - XMEV - GGAL - 24hs,6720.0,2025-08-04 14:00:06,3,2025-08-04 14:00:30.533,6710.0,470,6700.0,5780,6690.0,21295,6680.0,57771,6670.0,25325,6720.0,11667,6730.0,35296,6740.0,5000,6750.0,4502,6760.0,7671,2025-08-04 14:00:18.889,,703063130,105097,False,nan
9,3728,1798507476,MERV - XMEV - GGAL - 24hs,6720.0,2025-08-04 14:00:06,3,2025-08-04 14:00:37.729,6710.0,470,6700.0,5780,6690.0,21295,6680.0,57771,6670.0,25325,6720.0,41667,6730.0,2296,6740.0,5000,6750.0,4502,6760.0,7671,2025-08-04 14:00:23.579,,703063130,105097,False,nan
10,3941,1798507777,MERV - XMEV - GGAL - 24hs,6720.0,2025-08-04 14:00:25,14,2025-08-04 14:00:39.360,6710.0,470,6700.0,5780,6690.0,21295,6680.0,57771,6670.0,25325,6720.0,41667,6730.0,2296,6740.0,5000,6750.0,4502,6760.0,7671,2025-08-04 14:00:25.202,,703063130,105097,True,offer
11,4002,1798507869,MERV - XMEV - GGAL - 24hs,6710.0,2025-08-04 14:00:25,200,2025-08-04 14:00:39.846,6710.0,470,6700.0,5780,6690.0,21295,6680.0,57771,6670.0,25325,6720.0,41667,6730.0,2296,6740.0,5000,6750.0,4502,6760.0,7671,2025-08-04 14:00:25.702,,703157210,105111,False,nan
12,4103,1798508016,MERV - XMEV - GGAL - 24hs,6700.0,2025-08-04 14:00:25,2720,2025-08-04 14:00:40.887,6700.0,5780,6690.0,21295,6680.0,57771,6670.0,25325,6660.0,15400,6720.0,41653,6730.0,2296,6740.0,5000,6750.0,4502,6760.0,7671,2025-08-04 14:00:26.201,,707650910,105781,False,nan
13,4185,1798508146,MERV - XMEV - GGAL - 24hs,6700.0,2025-08-04 14:00:25,2720,2025-08-04 14:00:41.567,6700.0,2580,6690.0,21295,6680.0,49771,6670.0,30325,6660.0,15400,6720.0,41759,6730.0,2296,6740.0,5000,6750.0,4502,6760.0,7661,2025-08-04 14:00:26.702,,727750910,108781,False,nan
