,index,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv,trade,trade_cat,OFI
80,10812,1112288433,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:02:56,1,2024-08-14 14:02:56.601,4195.0,10,4190.0,100,4185.0,10001,4180.0,110,4175.0,8,4210.0,198,4215.0,1528,4220.0,2153,4225.0,2,4230.0,60,2024-08-14 14:02:56.531000,,5626635,1341,True,bid,0.6
81,10891,1112288548,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:02:56,1,2024-08-14 14:02:57.101,4195.0,84,4190.0,100,4185.0,10001,4180.0,110,4175.0,8,4210.0,198,4215.0,1528,4220.0,2153,4225.0,2,4230.0,60,2024-08-14 14:02:57.032000,,5630830,1342,False,nan,0.6
82,10928,1112288604,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:02:57,16,2024-08-14 14:02:57.683,4195.0,84,4190.0,100,4185.0,10001,4180.0,110,4175.0,8,4210.0,198,4215.0,1528,4220.0,2153,4225.0,2,4230.0,60,2024-08-14 14:02:57.614000,,5630830,1342,True,bid,0.5238095238095238
83,10962,1112288648,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:02:57,16,2024-08-14 14:02:58.183,4195.0,19,4190.0,100,4185.0,10001,4180.0,110,4175.0,8,4210.0,198,4215.0,3528,4220.0,2153,4225.0,2,4230.0,60,2024-08-14 14:02:58.114000,,5630830,1342,False,nan,0.5238095238095238
84,10989,1112288690,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:02:57,16,2024-08-14 14:02:58.684,4195.0,49,4190.0,100,4185.0,10001,4180.0,129,4175.0,8,4210.0,192,4215.0,3528,4220.0,2154,4225.0,2,4230.0,60,2024-08-14 14:02:58.614000,,5697950,1358,False,nan,0.5238095238095238
85,11090,1112288835,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:02:57,16,2024-08-14 14:02:59.783,4195.0,68,4190.0,100,4185.0,10001,4180.0,110,4175.0,8,4210.0,101,4215.0,3528,4220.0,2153,4225.0,2,4230.0,60,2024-08-14 14:02:59.714000,,5697950,1358,False,nan,0.5238095238095238
86,11305,1112289155,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:02:57,16,2024-08-14 14:03:02.797,4195.0,68,4190.0,100,4185.0,10001,4180.0,2460,4175.0,8,4210.0,101,4215.0,3528,4220.0,2153,4225.0,2,4230.0,60,2024-08-14 14:03:02.722000,,5697950,1358,False,nan,0.5238095238095238
87,11462,1112289376,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:02:57,16,2024-08-14 14:03:05.061,4200.0,100,4190.0,119,4185.0,10001,4180.0,2460,4175.0,8,4210.0,100,4215.0,3528,4220.0,2154,4225.0,2,4230.0,60,2024-08-14 14:03:04.986000,,5697950,1358,False,nan,0.5238095238095238
88,11519,1112289459,MERV - XMEV - GGAL - 24hs,4200.0,2024-08-14 14:03:05,10,2024-08-14 14:03:05.816,4200.0,100,4190.0,119,4185.0,10001,4180.0,2460,4175.0,8,4210.0,100,4215.0,3528,4220.0,2154,4225.0,2,4230.0,60,2024-08-14 14:03:05.747000,,5697950,1358,True,bid,0.45454545454545453
89,11558,1112289514,MERV - XMEV - GGAL - 24hs,4200.0,2024-08-14 14:03:05,10,2024-08-14 14:03:06.380,4200.0,90,4195.0,10000,4190.0,119,4185.0,10001,4180.0,2460,4210.0,100,4215.0,3528,4220.0,2154,4225.0,2,4230.0,60,2024-08-14 14:03:06.310000,,5697950,1358,False,nan,0.45454545454545453
90,11607,1112289587,MERV - XMEV - GGAL - 24hs,4200.0,2024-08-14 14:03:06,20,2024-08-14 14:03:06.880,4200.0,90,4195.0,10000,4190.0,119,4185.0,10001,4180.0,2460,4210.0,100,4215.0,3528,4220.0,2154,4225.0,2,4230.0,60,2024-08-14 14:03:06.810000,,5739950,1368,True,bid,0.391304347826087
91,11749,1112289922,MERV - XMEV - GGAL - 24hs,4200.0,2024-08-14 14:03:06,20,2024-08-14 14:03:09.687,4200.0,70,4195.0,10000,4190.0,119,4185.0,10001,4180.0,2460,4210.0,100,4215.0,3528,4220.0,2154,4225.0,2,4230.0,60,2024-08-14 14:03:08.950000,,5739950,1368,False,nan,0.391304347826087
92,11843,1112290066,MERV - XMEV - GGAL - 24hs,4200.0,2024-08-14 14:03:06,20,2024-08-14 14:03:10.285,4200.0,70,4195.0,10000,4190.0,119,4185.0,10001,4180.0,2460,4210.0,100,4215.0,3528,4220.0,2154,4225.0,2,4230.0,60,2024-08-14 14:03:09.051000,,5823950,1388,False,nan,0.391304347826087
93,11875,1112290106,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:03:09,100,2024-08-14 14:03:10.452,4200.0,70,4195.0,10000,4190.0,119,4185.0,10001,4180.0,2460,4210.0,100,4215.0,3528,4220.0,2154,4225.0,2,4230.0,60,2024-08-14 14:03:09.153000,,5823950,1388,True,offer,0.4166666666666667
94,11967,1112290294,MERV - XMEV - GGAL - 24hs,4200.0,2024-08-14 14:03:09,15,2024-08-14 14:03:11.181,4200.0,55,4195.0,10000,4190.0,119,4185.0,10001,4180.0,2460,4215.0,3528,4220.0,2154,4225.0,2,4230.0,60,4235.0,16,2024-08-14 14:03:09.583000,,6244950,1488,False,nan,0.4166666666666667
95,12067,1112290467,MERV - XMEV - GGAL - 24hs,4200.0,2024-08-14 14:03:09,15,2024-08-14 14:03:11.868,4200.0,55,4195.0,10000,4190.0,119,4185.0,10001,4180.0,2460,4215.0,3528,4220.0,2154,4225.0,2,4230.0,60,4235.0,16,2024-08-14 14:03:10.083000,,6307950,1503,False,nan,0.4166666666666667
96,12121,1112290553,MERV - XMEV - GGAL - 24hs,4200.0,2024-08-14 14:03:09,15,2024-08-14 14:03:12.246,4200.0,55,4195.0,10000,4190.0,119,4185.0,10001,4180.0,2460,4215.0,3529,4220.0,2153,4225.0,2,4230.0,60,4235.0,16,2024-08-14 14:03:10.583000,,6307950,1503,False,nan,0.4166666666666667
97,12252,1112290740,MERV - XMEV - GGAL - 24hs,4200.0,2024-08-14 14:03:12,55,2024-08-14 14:03:13.048,4200.0,55,4195.0,10000,4190.0,119,4185.0,10001,4180.0,2460,4215.0,3529,4220.0,2153,4225.0,2,4230.0,60,4235.0,16,2024-08-14 14:03:12.228000,,6307950,1503,True,bid,0.36
98,12317,1112290849,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:03:12,45,2024-08-14 14:03:13.470,4200.0,55,4195.0,10000,4190.0,119,4185.0,10001,4180.0,2460,4215.0,3529,4220.0,2153,4225.0,2,4230.0,60,4235.0,16,2024-08-14 14:03:12.727000,,6307950,1503,False,nan,0.36
99,12372,1112290921,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:03:12,258,2024-08-14 14:03:13.721,4195.0,9706,4190.0,100,4185.0,10001,4180.0,2460,4175.0,8,4215.0,3528,4220.0,2153,4225.0,3,4230.0,60,4235.0,16,2024-08-14 14:03:13.228000,,7810035,1861,False,nan,0.36
100,12412,1112290979,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:03:13,9,2024-08-14 14:03:13.955,4195.0,9706,4190.0,100,4185.0,10001,4180.0,2460,4175.0,8,4215.0,3528,4220.0,2153,4225.0,3,4230.0,60,4235.0,16,2024-08-14 14:03:13.728000,,7814250,1862,True,bid,0.3076923076923077
101,12473,1112291068,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:03:13,9,2024-08-14 14:03:14.306,4195.0,9697,4190.0,100,4185.0,10001,4180.0,2460,4175.0,8,4215.0,3527,4220.0,2153,4225.0,3,4230.0,60,4235.0,16,2024-08-14 14:03:14.228000,,7852005,1871,False,nan,0.3076923076923077
102,12530,1112291142,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:03:14,20,2024-08-14 14:03:14.905,4195.0,9697,4190.0,100,4185.0,10001,4180.0,2460,4175.0,8,4215.0,3527,4220.0,2153,4225.0,3,4230.0,60,4235.0,16,2024-08-14 14:03:14.828000,,7852005,1871,True,bid,0.25925925925925924
103,12583,1112291207,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:03:14,20,2024-08-14 14:03:15.565,4195.0,9677,4190.0,100,4185.0,10001,4180.0,2460,4175.0,8,4215.0,3527,4220.0,2153,4225.0,3,4230.0,60,4235.0,16,2024-08-14 14:03:15.496000,,7852005,1871,False,nan,0.25925925925925924
104,12620,1112291261,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:03:15,85,2024-08-14 14:03:16.066,4195.0,9677,4190.0,100,4185.0,10001,4180.0,2460,4175.0,8,4215.0,3527,4220.0,2153,4225.0,3,4230.0,60,4235.0,16,2024-08-14 14:03:15.997000,,7935905,1891,True,bid,0.21428571428571427
105,12665,1112291323,MERV - XMEV - GGAL - 24hs,4215.0,2024-08-14 14:03:15,74,2024-08-14 14:03:16.577,4195.0,9592,4190.0,100,4185.0,10001,4180.0,2460,4175.0,8,4205.0,2,4215.0,3426,4220.0,2153,4225.0,3,4230.0,60,2024-08-14 14:03:16.496000,,8718195,2077,False,nan,0.21428571428571427
106,13472,1112292566,MERV - XMEV - GGAL - 24hs,4215.0,2024-08-14 14:03:15,74,2024-08-14 14:03:23.966,4195.0,9592,4190.0,100,4185.0,10001,4180.0,2460,4175.0,8,4205.0,2,4210.0,846,4215.0,3426,4220.0,2153,4225.0,3,2024-08-14 14:03:23.894000,,8718195,2077,False,nan,0.21428571428571427
107,13617,1112292816,MERV - XMEV - GGAL - 24hs,4205.0,2024-08-14 14:03:25,2,2024-08-14 14:03:25.570,4195.0,9592,4190.0,100,4185.0,10001,4180.0,2460,4175.0,8,4205.0,2,4210.0,846,4215.0,3426,4220.0,2153,4225.0,3,2024-08-14 14:03:25.398000,,8718195,2077,True,offer,0.2413793103448276
108,13695,1112292952,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:03:25,23,2024-08-14 14:03:26.154,4195.0,9592,4190.0,100,4185.0,10001,4180.0,2460,4175.0,8,4205.0,2,4210.0,846,4215.0,3426,4220.0,2153,4225.0,3,2024-08-14 14:03:25.898000,,8718195,2077,False,nan,0.2413793103448276
109,13737,1112293009,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:03:25,23,2024-08-14 14:03:26.470,4195.0,9592,4190.0,100,4185.0,10001,4180.0,2460,4175.0,8,4210.0,823,4215.0,3426,4220.0,2153,4225.0,3,4230.0,110,2024-08-14 14:03:26.398000,,8823435,2102,False,nan,0.2413793103448276
110,13805,1112293125,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:03:25,23,2024-08-14 14:03:26.968,4195.0,9583,4190.0,100,4185.0,10010,4180.0,2460,4175.0,8,4210.0,823,4215.0,3426,4220.0,2153,4225.0,3,4230.0,110,2024-08-14 14:03:26.898000,,8823435,2102,False,nan,0.2413793103448276
111,13880,1112293233,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:03:25,23,2024-08-14 14:03:28.146,4195.0,9602,4190.0,100,4185.0,10001,4180.0,2460,4175.0,8,4210.0,824,4215.0,3426,4220.0,2153,4225.0,2,4230.0,110,2024-08-14 14:03:28.056000,,8823435,2102,False,nan,0.2413793103448276
112,14185,1112293677,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:03:25,23,2024-08-14 14:03:31.560,4195.0,9602,4190.0,100,4185.0,10001,4180.0,2699,4175.0,8,4210.0,824,4215.0,3426,4220.0,2153,4225.0,2,4230.0,110,2024-08-14 14:03:31.491000,,8823435,2102,False,nan,0.2413793103448276
113,14459,1112294093,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:03:34,192,2024-08-14 14:03:34.710,4195.0,9602,4190.0,100,4185.0,10001,4180.0,2699,4175.0,8,4210.0,824,4215.0,3426,4220.0,2153,4225.0,2,4230.0,110,2024-08-14 14:03:34.480000,,8823435,2102,True,offer,0.26666666666666666
114,14523,1112294173,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:03:34,192,2024-08-14 14:03:35.225,4195.0,9602,4190.0,100,4185.0,10001,4180.0,2699,4175.0,8,4210.0,632,4215.0,3426,4220.0,2153,4230.0,110,4235.0,16,2024-08-14 14:03:35.156000,,8823435,2102,False,nan,0.26666666666666666
115,14574,1112294239,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:03:34,192,2024-08-14 14:03:35.725,4195.0,9602,4190.0,100,4185.0,10001,4180.0,2699,4175.0,8,4210.0,632,4215.0,3426,4220.0,2153,4230.0,110,4235.0,16,2024-08-14 14:03:35.656000,,9631755,2294,False,nan,0.26666666666666666
116,15389,1112295571,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:03:34,192,2024-08-14 14:03:44.765,4195.0,9602,4190.0,100,4185.0,10001,4180.0,2699,4175.0,8,4210.0,652,4215.0,3426,4220.0,2153,4230.0,110,4235.0,16,2024-08-14 14:03:44.682000,,9631755,2294,False,nan,0.26666666666666666
117,15684,1112296025,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:03:34,192,2024-08-14 14:03:48.506,4195.0,9602,4190.0,2100,4185.0,10001,4180.0,2699,4175.0,8,4210.0,652,4215.0,3426,4220.0,2153,4230.0,110,4235.0,16,2024-08-14 14:03:48.434000,,9631755,2294,False,nan,0.26666666666666666
118,15905,1112296354,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:03:34,192,2024-08-14 14:03:51.590,4195.0,10602,4190.0,2100,4185.0,10001,4180.0,2699,4175.0,8,4210.0,652,4215.0,3426,4220.0,2153,4230.0,110,4235.0,16,2024-08-14 14:03:51.520000,,9631755,2294,False,nan,0.26666666666666666
119,16880,1112297998,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:04:00,12,2024-08-14 14:04:00.238,4195.0,10602,4190.0,2100,4185.0,10001,4180.0,2699,4175.0,8,4210.0,652,4215.0,3426,4220.0,2153,4230.0,110,4235.0,16,2024-08-14 14:04:00.162000,,9631755,2294,True,bid,0.22580645161290322
120,16939,1112298085,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:04:00,12,2024-08-14 14:04:00.906,4195.0,10590,4190.0,2100,4185.0,10001,4180.0,2699,4175.0,8,4210.0,652,4215.0,3426,4220.0,2153,4230.0,110,4235.0,16,2024-08-14 14:04:00.827000,,9631755,2294,False,nan,0.22580645161290322
121,16974,1112298140,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:04:00,12,2024-08-14 14:04:01.403,4195.0,10590,4190.0,2100,4185.0,10001,4180.0,2699,4175.0,8,4210.0,652,4215.0,3426,4220.0,2153,4230.0,110,4235.0,16,2024-08-14 14:04:01.327000,,9682095,2306,False,nan,0.22580645161290322
122,17160,1112298446,MERV - XMEV - GGAL - 24hs,4195.0,2024-08-14 14:04:00,12,2024-08-14 14:04:03.862,4195.0,10590,4190.0,100,4185.0,10001,4180.0,2699,4175.0,8,4210.0,652,4215.0,3426,4220.0,2153,4230.0,110,4235.0,16,2024-08-14 14:04:03.561000,,9682095,2306,False,nan,0.22580645161290322
123,17297,1112298677,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:05,2,2024-08-14 14:04:05.323,4195.0,10590,4190.0,100,4185.0,10001,4180.0,2699,4175.0,8,4210.0,652,4215.0,3426,4220.0,2153,4230.0,110,4235.0,16,2024-08-14 14:04:05.248000,,9682095,2306,True,offer,0.25
124,17338,1112298748,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:05,2,2024-08-14 14:04:05.887,4195.0,10590,4190.0,100,4185.0,10001,4180.0,2699,4175.0,8,4210.0,650,4215.0,3426,4220.0,2153,4230.0,110,4235.0,16,2024-08-14 14:04:05.748000,,9682095,2306,False,nan,0.25
125,17372,1112298800,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:05,2,2024-08-14 14:04:06.317,4195.0,10590,4190.0,100,4185.0,10001,4180.0,2699,4175.0,8,4210.0,650,4215.0,3426,4220.0,2153,4230.0,110,4235.0,16,2024-08-14 14:04:06.248000,,9690515,2308,False,nan,0.25
126,17432,1112298908,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:05,2,2024-08-14 14:04:07.133,4195.0,1019,4190.0,100,4185.0,19572,4180.0,2699,4175.0,8,4210.0,650,4215.0,3426,4220.0,2153,4230.0,110,4235.0,16,2024-08-14 14:04:06.967000,,9690515,2308,False,nan,0.25
127,17665,1112299275,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:05,2,2024-08-14 14:04:09.618,4195.0,1019,4190.0,100,4185.0,19572,4180.0,2699,4175.0,8,4210.0,800,4215.0,3426,4220.0,2153,4230.0,110,4235.0,16,2024-08-14 14:04:09.548000,,9690515,2308,False,nan,0.25
128,18324,1112300298,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:05,2,2024-08-14 14:04:16.980,4195.0,1019,4190.0,1100,4185.0,19572,4180.0,2699,4175.0,8,4210.0,857,4215.0,3426,4220.0,2153,4230.0,110,4235.0,16,2024-08-14 14:04:16.906000,,9690515,2308,False,nan,0.25
129,18421,1112300443,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:05,2,2024-08-14 14:04:18.082,4195.0,1019,4190.0,1100,4185.0,19572,4180.0,2699,4175.0,8,4210.0,857,4215.0,3426,4220.0,2303,4230.0,110,4235.0,16,2024-08-14 14:04:17.974000,,9690515,2308,False,nan,0.25
130,19107,1112301565,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:05,2,2024-08-14 14:04:24.731,4195.0,1019,4190.0,2100,4185.0,19572,4180.0,2699,4175.0,8,4210.0,857,4215.0,3426,4220.0,2303,4230.0,110,4235.0,16,2024-08-14 14:04:24.662000,,9690515,2308,False,nan,0.25
131,19409,1112302056,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:28,2,2024-08-14 14:04:28.359,4195.0,1019,4190.0,2100,4185.0,19572,4180.0,2699,4175.0,8,4210.0,857,4215.0,3426,4220.0,2303,4230.0,110,4235.0,16,2024-08-14 14:04:28.289000,,9690515,2308,True,offer,0.2727272727272727
132,19463,1112302126,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:28,2,2024-08-14 14:04:28.928,4195.0,1019,4190.0,2100,4185.0,19572,4180.0,2699,4175.0,8,4210.0,1555,4215.0,3426,4220.0,2303,4230.0,110,4235.0,16,2024-08-14 14:04:28.859000,,9690515,2308,False,nan,0.2727272727272727
133,19503,1112302182,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:28,2,2024-08-14 14:04:29.428,4195.0,1019,4190.0,2100,4185.0,19572,4180.0,2699,4175.0,8,4210.0,1555,4215.0,3426,4220.0,2303,4230.0,110,4235.0,16,2024-08-14 14:04:29.359000,,9698935,2310,False,nan,0.2727272727272727
134,19717,1112302535,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:32,93,2024-08-14 14:04:32.230,4195.0,1019,4190.0,2100,4185.0,19572,4180.0,2699,4175.0,8,4210.0,1555,4215.0,3426,4220.0,2303,4230.0,110,4235.0,16,2024-08-14 14:04:32.161000,,9698935,2310,True,offer,0.29411764705882354
135,19759,1112302600,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:32,93,2024-08-14 14:04:32.905,4195.0,1019,4190.0,2100,4185.0,19572,4180.0,2699,4175.0,8,4210.0,1462,4215.0,3426,4220.0,2303,4230.0,110,4235.0,16,2024-08-14 14:04:32.832000,,9698935,2310,False,nan,0.29411764705882354
136,19799,1112302662,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:32,93,2024-08-14 14:04:33.401,4195.0,1019,4190.0,2100,4185.0,19572,4180.0,2699,4175.0,8,4210.0,1462,4215.0,3426,4220.0,2303,4230.0,110,4235.0,16,2024-08-14 14:04:33.332000,,10090465,2403,False,nan,0.29411764705882354
137,20273,1112303439,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:32,93,2024-08-14 14:04:39.040,4195.0,1019,4190.0,2100,4185.0,19572,4180.0,2699,4175.0,8,4210.0,1492,4215.0,3426,4220.0,2303,4230.0,110,4235.0,16,2024-08-14 14:04:38.969000,,10090465,2403,False,nan,0.29411764705882354
138,20517,1112303788,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:32,93,2024-08-14 14:04:41.952,4195.0,1519,4190.0,2100,4185.0,19572,4180.0,2699,4175.0,8,4210.0,1492,4215.0,3426,4220.0,2303,4230.0,110,4235.0,16,2024-08-14 14:04:41.882000,,10090465,2403,False,nan,0.29411764705882354
139,20885,1112304377,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:32,93,2024-08-14 14:04:46.387,4200.0,50,4195.0,1524,4190.0,2100,4185.0,19572,4180.0,2699,4210.0,1492,4215.0,3426,4220.0,2303,4230.0,110,4235.0,16,2024-08-14 14:04:46.317000,,10090465,2403,False,nan,0.29411764705882354
140,20924,1112304443,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:32,93,2024-08-14 14:04:47.051,4200.0,59,4195.0,1505,4190.0,2100,4185.0,19572,4180.0,2699,4210.0,1491,4215.0,3426,4220.0,2304,4225.0,1,4230.0,110,2024-08-14 14:04:46.980000,,10090465,2403,False,nan,0.29411764705882354
141,21049,1112304645,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:04:32,93,2024-08-14 14:04:48.808,4200.0,59,4195.0,1505,4190.0,2100,4185.0,19572,4180.0,2699,4210.0,791,4215.0,3426,4220.0,2304,4225.0,1,4230.0,4471,2024-08-14 14:04:48.734000,,10090465,2403,False,nan,0.29411764705882354
142,22417,1112306865,MERV - XMEV - GGAL - 24hs,4200.0,2024-08-14 14:05:06,45,2024-08-14 14:05:06.085,4200.0,59,4195.0,1505,4190.0,2100,4185.0,19572,4180.0,2699,4210.0,791,4215.0,3426,4220.0,2304,4225.0,1,4230.0,4471,2024-08-14 14:05:06.013000,,10090465,2403,True,bid,0.2571428571428571
143,22460,1112306929,MERV - XMEV - GGAL - 24hs,4200.0,2024-08-14 14:05:06,45,2024-08-14 14:05:06.754,4200.0,14,4195.0,1505,4190.0,2100,4185.0,19572,4180.0,2699,4210.0,791,4215.0,3426,4220.0,2304,4225.0,1,4230.0,4471,2024-08-14 14:05:06.676000,,10090465,2403,False,nan,0.2571428571428571
144,22509,1112307011,MERV - XMEV - GGAL - 24hs,4200.0,2024-08-14 14:05:06,45,2024-08-14 14:05:07.249,4200.0,14,4195.0,1505,4190.0,2100,4185.0,19572,4180.0,2699,4210.0,791,4215.0,3426,4220.0,2304,4225.0,1,4230.0,4471,2024-08-14 14:05:07.177000,,10279465,2448,False,nan,0.2571428571428571
145,22711,1112307302,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:05:09,6,2024-08-14 14:05:09.631,4200.0,14,4195.0,1505,4190.0,2100,4185.0,19572,4180.0,2699,4210.0,791,4215.0,3426,4220.0,2304,4225.0,1,4230.0,4471,2024-08-14 14:05:09.559000,,10279465,2448,True,offer,0.2777777777777778
146,22768,1112307386,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:05:09,6,2024-08-14 14:05:10.302,4200.0,14,4195.0,1505,4190.0,2100,4185.0,19572,4180.0,2699,4210.0,785,4215.0,3426,4220.0,2304,4225.0,1,4230.0,4471,2024-08-14 14:05:10.227000,,10279465,2448,False,nan,0.2777777777777778
147,22801,1112307437,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:05:09,6,2024-08-14 14:05:10.804,4200.0,14,4195.0,1505,4190.0,2100,4185.0,19572,4180.0,2699,4210.0,785,4215.0,3426,4220.0,2304,4225.0,1,4230.0,4471,2024-08-14 14:05:10.728000,,10304725,2454,False,nan,0.2777777777777778
148,23004,1112307755,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:05:13,528,2024-08-14 14:05:13.918,4200.0,14,4195.0,1505,4190.0,2100,4185.0,19572,4180.0,2699,4210.0,785,4215.0,3426,4220.0,2304,4225.0,1,4230.0,4471,2024-08-14 14:05:13.842000,,10304725,2454,True,offer,0.2972972972972973
149,23044,1112307807,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:05:13,30,2024-08-14 14:05:14.411,4200.0,5,4195.0,1505,4190.0,2100,4185.0,19591,4180.0,2699,4210.0,235,4215.0,3546,4220.0,2303,4225.0,2,4230.0,4471,2024-08-14 14:05:14.342000,,10304725,2454,False,nan,0.2972972972972973
150,23088,1112307871,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:05:13,30,2024-08-14 14:05:14.913,4200.0,5,4195.0,1505,4190.0,2100,4185.0,19591,4180.0,2699,4210.0,235,4215.0,3546,4220.0,2303,4225.0,2,4230.0,4471,2024-08-14 14:05:14.843000,,13609575,3239,False,nan,0.2972972972972973
151,23114,1112307917,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:05:13,30,2024-08-14 14:05:15.415,4200.0,24,4195.0,1505,4190.0,2100,4185.0,19572,4180.0,2699,4210.0,235,4215.0,3547,4220.0,2303,4225.0,1,4230.0,4471,2024-08-14 14:05:15.342000,,13609575,3239,False,nan,0.2972972972972973
152,23136,1112307947,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:05:15,235,2024-08-14 14:05:15.912,4200.0,24,4195.0,1505,4190.0,2100,4185.0,19572,4180.0,2699,4210.0,235,4215.0,3547,4220.0,2303,4225.0,1,4230.0,4471,2024-08-14 14:05:15.843000,,13609575,3239,True,offer,0.3157894736842105
153,23185,1112308020,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:05:15,235,2024-08-14 14:05:16.412,4210.0,550,4200.0,14,4195.0,1505,4190.0,2100,4185.0,19572,4215.0,3546,4220.0,2304,4225.0,1,4230.0,4471,4235.0,16,2024-08-14 14:05:16.343000,,14598925,3474,False,nan,0.3157894736842105
154,23300,1112308205,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:05:15,235,2024-08-14 14:05:18.030,4210.0,550,4200.0,14,4195.0,1505,4190.0,2100,4185.0,19572,4215.0,3546,4220.0,2304,4225.0,1,4230.0,4471,4235.0,36,2024-08-14 14:05:17.960000,,14598925,3474,False,nan,0.3157894736842105
155,23509,1112308586,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:05:15,235,2024-08-14 14:05:20.253,4200.0,5,4195.0,1505,4190.0,2109,4185.0,19572,4180.0,2699,4215.0,3546,4220.0,2304,4225.0,1,4230.0,4471,4235.0,36,2024-08-14 14:05:20.049000,,14598925,3474,False,nan,0.3157894736842105
156,23627,1112308766,MERV - XMEV - GGAL - 24hs,4210.0,2024-08-14 14:05:15,235,2024-08-14 14:05:20.817,4200.0,24,4195.0,1505,4190.0,2100,4185.0,19572,4180.0,2699,4215.0,3547,4220.0,2303,4225.0,1,4230.0,4471,4235.0,36,2024-08-14 14:05:20.731000,,14598925,3474,False,nan,0.3157894736842105
157,23711,1112308931,MERV - XMEV - GGAL - 24hs,4215.0,2024-08-14 14:05:20,1,2024-08-14 14:05:21.468,4200.0,24,4195.0,1505,4190.0,2100,4185.0,19572,4180.0,2699,4215.0,3547,4220.0,2303,4225.0,1,4230.0,4471,4235.0,36,2024-08-14 14:05:21.231000,,14598925,3474,True,offer,0.3333333333333333
