,index,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv,trade,trade_cat
0,319,1788555841,MERV - XMEV - GGAL - 24hs,6790.0,2025-07-30 13:59:53,5,2025-07-30 14:00:04.949,6780.0,7713,6770.0,10100,6760.0,15191,6750.0,12410,6740.0,12326,6790.0,84,6800.0,10378,6810.0,8981,6820.0,1272,6830.0,5609,2025-07-30 14:00:01.697,,1627907290,239703,True,nan
1,916,1788556838,MERV - XMEV - GGAL - 24hs,6790.0,2025-07-30 13:59:53,5,2025-07-30 14:00:11.191,6780.0,7713,6770.0,10100,6760.0,15191,6750.0,12410,6740.0,12326,6790.0,234,6800.0,10378,6810.0,8981,6820.0,1272,6830.0,5609,2025-07-30 14:00:06.146,,1627907290,239703,False,nan
2,2046,1788558714,MERV - XMEV - GGAL - 24hs,6780.0,2025-07-30 14:00:14,1,2025-07-30 14:00:21.692,6780.0,7713,6770.0,10100,6760.0,15191,6750.0,12410,6740.0,12326,6790.0,234,6800.0,10378,6810.0,8981,6820.0,1272,6830.0,5609,2025-07-30 14:00:14.380,,1627907290,239703,True,bid
3,2132,1788558874,MERV - XMEV - GGAL - 24hs,6780.0,2025-07-30 14:00:14,1,2025-07-30 14:00:22.567,6780.0,7712,6770.0,10100,6760.0,15191,6750.0,12410,6740.0,12326,6790.0,234,6800.0,10692,6810.0,8981,6820.0,1272,6830.0,5609,2025-07-30 14:00:15.047,,1627907290,239703,False,nan
4,2166,1788558923,MERV - XMEV - GGAL - 24hs,6780.0,2025-07-30 14:00:14,1,2025-07-30 14:00:22.785,6780.0,7712,6770.0,10100,6760.0,15191,6750.0,12410,6740.0,12326,6790.0,234,6800.0,10692,6810.0,8981,6820.0,1272,6830.0,5609,2025-07-30 14:00:15.547,,1627914070,239704,False,nan
5,2264,1788559100,MERV - XMEV - GGAL - 24hs,6780.0,2025-07-30 14:00:14,1,2025-07-30 14:00:23.606,6780.0,7712,6770.0,10100,6760.0,15191,6750.0,12410,6740.0,12326,6790.0,234,6800.0,12692,6810.0,6981,6820.0,1272,6830.0,5609,2025-07-30 14:00:16.583,,1627914070,239704,False,nan
6,2369,1788559275,MERV - XMEV - GGAL - 24hs,6780.0,2025-07-30 14:00:17,30,2025-07-30 14:00:25.014,6780.0,7712,6770.0,10100,6760.0,15191,6750.0,12410,6740.0,12326,6790.0,234,6800.0,12692,6810.0,6981,6820.0,1272,6830.0,5609,2025-07-30 14:00:17.595,,1627914070,239704,True,bid
7,2469,1788559440,MERV - XMEV - GGAL - 24hs,6780.0,2025-07-30 14:00:17,30,2025-07-30 14:00:25.771,6780.0,7682,6770.0,10100,6760.0,15191,6750.0,12410,6740.0,12326,6790.0,234,6800.0,12692,6810.0,1981,6820.0,6272,6830.0,5609,2025-07-30 14:00:18.095,,1627914070,239704,False,nan
8,2545,1788559570,MERV - XMEV - GGAL - 24hs,6780.0,2025-07-30 14:00:17,30,2025-07-30 14:00:26.458,6780.0,7682,6770.0,10100,6760.0,15191,6750.0,12410,6740.0,12326,6790.0,234,6800.0,12692,6810.0,1981,6820.0,6272,6830.0,5609,2025-07-30 14:00:18.595,,1628117470,239734,False,nan
9,2818,1788560016,MERV - XMEV - GGAL - 24hs,6780.0,2025-07-30 14:00:17,30,2025-07-30 14:00:29.180,6780.0,7682,6770.0,10100,6760.0,15191,6750.0,12410,6740.0,12326,6790.0,234,6800.0,12692,6810.0,1981,6820.0,6744,6830.0,5609,2025-07-30 14:00:20.306,,1628117470,239734,False,nan
10,2891,1788560136,MERV - XMEV - GGAL - 24hs,6780.0,2025-07-30 14:00:20,64,2025-07-30 14:00:29.701,6780.0,7682,6770.0,10100,6760.0,15191,6750.0,12410,6740.0,12326,6790.0,234,6800.0,12692,6810.0,1981,6820.0,6744,6830.0,5609,2025-07-30 14:00:20.807,,1628165000,239741,True,bid
