,index,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv,trade,trade_cat
0,50,1610485251,MERV - XMEV - GGAL - 24hs,6840.0,2025-05-09 14:00:01,196,2025-05-09 14:00:09.444,6840.0,500,6830.0,5000,6800.0,3216,6790.0,150,6750.0,72,6600.0,80,6680.0,50,6830.0,66,6860.0,14,6870.0,169,2025-05-09 14:00:09.355,,0,0,True,nan
1,76,1610485423,MERV - XMEV - GGAL - 24hs,6840.0,2025-05-09 14:00:01,196,2025-05-09 14:00:10.040,6840.0,304,6830.0,5000,6800.0,3216,6790.0,150,6750.0,72,6860.0,14,6870.0,169,6890.0,6,6900.0,35,6960.0,10006,2025-05-09 14:00:09.854,,1340640,196,False,nan
2,334,1610486638,MERV - XMEV - GGAL - 24hs,6860.0,2025-05-09 14:00:12,14,2025-05-09 14:00:14.368,6840.0,304,6830.0,5000,6800.0,3216,6790.0,150,6750.0,72,6860.0,14,6870.0,169,6890.0,6,6900.0,35,6960.0,10006,2025-05-09 14:00:14.127,,1340640,196,True,offer
3,391,1610486793,MERV - XMEV - GGAL - 24hs,6860.0,2025-05-09 14:00:12,14,2025-05-09 14:00:14.883,6840.0,304,6830.0,5000,6800.0,3216,6790.0,150,6750.0,72,6870.0,169,6890.0,6,6900.0,35,6960.0,10006,7000.0,8259,2025-05-09 14:00:14.623,,1436680,210,False,nan
4,411,1610486879,MERV - XMEV - GGAL - 24hs,6860.0,2025-05-09 14:00:12,14,2025-05-09 14:00:15.207,6840.0,804,6830.0,5000,6800.0,3216,6790.0,150,6750.0,72,6870.0,169,6890.0,6,6900.0,35,6960.0,10006,7000.0,8259,2025-05-09 14:00:15.124,,1436680,210,False,nan
5,508,1610487201,MERV - XMEV - GGAL - 24hs,6870.0,2025-05-09 14:00:16,169,2025-05-09 14:00:17.039,6840.0,804,6830.0,5000,6800.0,3216,6790.0,150,6750.0,72,6870.0,169,6890.0,6,6900.0,35,6960.0,10006,7000.0,8259,2025-05-09 14:00:16.933,,1436680,210,True,offer
6,542,1610487397,MERV - XMEV - GGAL - 24hs,6870.0,2025-05-09 14:00:16,169,2025-05-09 14:00:17.955,6840.0,804,6830.0,5000,6800.0,3216,6790.0,150,6750.0,72,6890.0,6,6900.0,35,6960.0,10006,7000.0,8259,7030.0,6,2025-05-09 14:00:17.564,,1436680,210,False,nan
7,578,1610487519,MERV - XMEV - GGAL - 24hs,6870.0,2025-05-09 14:00:16,169,2025-05-09 14:00:18.331,6840.0,804,6830.0,5000,6800.0,3216,6790.0,150,6750.0,72,6890.0,6,6900.0,35,6960.0,10006,7000.0,8259,7030.0,6,2025-05-09 14:00:18.062,,2597710,379,False,nan
8,727,1610487940,MERV - XMEV - GGAL - 24hs,6870.0,2025-05-09 14:00:16,169,2025-05-09 14:00:21.428,6840.0,804,6830.0,5000,6800.0,3216,6790.0,150,6750.0,72,6890.0,6,6900.0,231,6960.0,10006,7000.0,8259,7030.0,6,2025-05-09 14:00:21.281,,2597710,379,False,nan
9,1083,1610488846,MERV - XMEV - GGAL - 24hs,6870.0,2025-05-09 14:00:16,169,2025-05-09 14:00:25.414,6840.0,804,6830.0,5000,6800.0,3216,6790.0,150,6750.0,72,6890.0,6,6900.0,35,6960.0,10006,7000.0,8259,7030.0,6,2025-05-09 14:00:25.331,,2597710,379,False,nan
