,index,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv,trade,trade_cat
0,358,1632651691,MERV - XMEV - GGAL - 24hs,7460.0,2025-05-21 14:00:13,429,2025-05-21 14:00:17.308,7500.0,38,7470.0,26,7460.0,1000,7450.0,8,7440.0,2,7300.0,36,7400.0,280,7440.0,83,7450.0,30,7490.0,9,2025-05-21 14:00:17.235,,0,0,True,nan
1,403,1632651813,MERV - XMEV - GGAL - 24hs,7460.0,2025-05-21 14:00:13,429,2025-05-21 14:00:17.843,7460.0,635,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7490.0,9,7500.0,765,7510.0,239,7520.0,7116,7530.0,2000,2025-05-21 14:00:17.735,,3200340,429,False,nan
2,1341,1632653714,MERV - XMEV - GGAL - 24hs,7460.0,2025-05-21 14:00:13,429,2025-05-21 14:00:30.706,7460.0,635,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7490.0,9,7500.0,765,7510.0,239,7520.0,7116,7530.0,3000,2025-05-21 14:00:30.648,,3200340,429,False,nan
3,1547,1632654234,MERV - XMEV - GGAL - 24hs,7460.0,2025-05-21 14:00:13,429,2025-05-21 14:00:33.763,7460.0,635,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7490.0,510,7500.0,765,7510.0,239,7520.0,7116,7530.0,3000,2025-05-21 14:00:33.701,,3200340,429,False,nan
4,2340,1632656019,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:00:41,9,2025-05-21 14:00:41.608,7460.0,635,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7490.0,510,7500.0,765,7510.0,239,7520.0,7116,7530.0,3000,2025-05-21 14:00:41.550,,3200340,429,True,offer
5,2374,1632656088,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:00:41,163,2025-05-21 14:00:42.109,7460.0,635,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7490.0,510,7500.0,765,7510.0,239,7520.0,7116,7530.0,3000,2025-05-21 14:00:42.051,,3200340,429,False,nan
6,2420,1632656165,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:00:41,163,2025-05-21 14:00:42.609,7460.0,635,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7490.0,337,7500.0,765,7510.0,239,7520.0,7116,7530.0,3000,2025-05-21 14:00:42.550,,4496110,602,False,nan
7,2460,1632656252,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:00:41,163,2025-05-21 14:00:43.295,7460.0,635,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7490.0,3737,7500.0,765,7510.0,239,7520.0,7116,7530.0,3000,2025-05-21 14:00:43.218,,4496110,602,False,nan
8,2714,1632657053,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:00:46,33,2025-05-21 14:00:46.480,7460.0,635,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7490.0,3737,7500.0,765,7510.0,239,7520.0,7116,7530.0,3000,2025-05-21 14:00:46.272,,4496110,602,True,offer
9,2755,1632657195,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:00:46,33,2025-05-21 14:00:47.017,7460.0,635,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7490.0,3704,7500.0,765,7510.0,239,7520.0,7116,7530.0,3000,2025-05-21 14:00:46.916,,4496110,602,False,nan
10,2790,1632657282,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:00:47,1,2025-05-21 14:00:47.487,7460.0,635,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7490.0,3704,7500.0,765,7510.0,239,7520.0,7116,7530.0,3000,2025-05-21 14:00:47.422,,4743280,635,True,offer
11,2826,1632657406,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:00:47,1,2025-05-21 14:00:47.994,7460.0,5635,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7490.0,3703,7500.0,765,7510.0,239,7520.0,7116,7530.0,3000,2025-05-21 14:00:47.922,,4750770,636,False,nan
12,3139,1632658131,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:00:47,1,2025-05-21 14:00:52.564,7460.0,5635,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7480.0,1,7490.0,3703,7500.0,1765,7510.0,239,7520.0,7116,2025-05-21 14:00:52.506,,4750770,636,False,nan
13,3337,1632658569,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:00:47,1,2025-05-21 14:00:55.354,7460.0,5635,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7480.0,1,7490.0,3703,7500.0,1765,7510.0,439,7520.0,7116,2025-05-21 14:00:55.274,,4750770,636,False,nan
14,4187,1632660499,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:00:47,1,2025-05-21 14:01:06.365,7460.0,5635,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7480.0,34,7490.0,3703,7500.0,2765,7510.0,439,7520.0,7116,2025-05-21 14:01:06.308,,4750770,636,False,nan
15,4308,1632660777,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:00:47,1,2025-05-21 14:01:08.383,7460.0,5635,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7480.0,34,7490.0,4603,7500.0,2765,7510.0,439,7520.0,7116,2025-05-21 14:01:08.091,,4750770,636,False,nan
16,4698,1632661648,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:00:47,1,2025-05-21 14:01:12.819,7460.0,5655,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7480.0,34,7490.0,4603,7500.0,2765,7510.0,439,7520.0,7116,2025-05-21 14:01:12.750,,4750770,636,False,nan
17,5272,1632663117,MERV - XMEV - GGAL - 24hs,7480.0,2025-05-21 14:01:17,1,2025-05-21 14:01:18.097,7460.0,5655,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7480.0,34,7490.0,4603,7500.0,2765,7510.0,439,7520.0,7116,2025-05-21 14:01:17.434,,4750770,636,True,offer
18,5324,1632663223,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:01:17,22,2025-05-21 14:01:18.436,7460.0,5655,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7480.0,34,7490.0,4603,7500.0,2765,7510.0,439,7520.0,7116,2025-05-21 14:01:17.938,,4750770,636,False,nan
19,5385,1632663433,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:01:17,22,2025-05-21 14:01:19.131,7460.0,5688,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7490.0,4278,7500.0,2765,7510.0,439,7520.0,7116,7530.0,3000,2025-05-21 14:01:18.434,,7439340,995,False,nan
20,5438,1632663550,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:01:17,22,2025-05-21 14:01:19.507,7460.0,5688,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7490.0,4278,7500.0,2765,7510.0,589,7520.0,7116,7530.0,3000,2025-05-21 14:01:19.044,,7439340,995,False,nan
21,6195,1632665269,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:01:17,22,2025-05-21 14:01:26.892,7460.0,5688,7450.0,8,7440.0,2,7430.0,4,7420.0,1,7490.0,4278,7500.0,2765,7510.0,589,7520.0,7116,7530.0,8000,2025-05-21 14:01:26.834,,7439340,995,False,nan
22,7405,1632667920,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:01:17,22,2025-05-21 14:01:38.650,7460.0,5688,7450.0,8,7440.0,536,7430.0,4,7420.0,1,7490.0,4278,7500.0,2765,7510.0,589,7520.0,7116,7530.0,8000,2025-05-21 14:01:38.593,,7439340,995,False,nan
23,7675,1632668520,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:01:17,22,2025-05-21 14:01:41.227,7460.0,5688,7450.0,8,7440.0,536,7430.0,4,7420.0,1,7480.0,500,7490.0,4278,7500.0,2765,7510.0,589,7520.0,7116,2025-05-21 14:01:41.164,,7439340,995,False,nan
24,8763,1632671165,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:01:17,22,2025-05-21 14:01:50.614,7460.0,5688,7450.0,8,7440.0,536,7430.0,4,7420.0,1,7480.0,600,7490.0,4278,7500.0,2765,7510.0,589,7520.0,7116,2025-05-21 14:01:49.721,,7439340,995,False,nan
25,9955,1632673825,MERV - XMEV - GGAL - 24hs,7490.0,2025-05-21 14:01:17,22,2025-05-21 14:02:01.405,7460.0,5718,7450.0,8,7440.0,536,7430.0,4,7420.0,1,7480.0,600,7490.0,4278,7500.0,2765,7510.0,589,7520.0,7116,2025-05-21 14:02:01.345,,7439340,995,False,nan
26,11447,1632676898,MERV - XMEV - GGAL - 24hs,7480.0,2025-05-21 14:02:15,32,2025-05-21 14:02:15.991,7460.0,5718,7450.0,8,7440.0,536,7430.0,4,7420.0,1,7480.0,600,7490.0,4278,7500.0,2765,7510.0,589,7520.0,7116,2025-05-21 14:02:15.893,,7439340,995,True,offer
27,11470,1632676957,MERV - XMEV - GGAL - 24hs,7480.0,2025-05-21 14:02:15,32,2025-05-21 14:02:16.620,7460.0,5718,7450.0,8,7440.0,536,7430.0,4,7420.0,1,7480.0,568,7490.0,4278,7500.0,2765,7510.0,589,7520.0,7116,2025-05-21 14:02:16.558,,7439340,995,False,nan
28,11527,1632677080,MERV - XMEV - GGAL - 24hs,7480.0,2025-05-21 14:02:15,32,2025-05-21 14:02:17.188,7460.0,5718,7450.0,8,7440.0,536,7430.0,4,7420.0,1,7480.0,568,7490.0,4278,7500.0,2765,7510.0,589,7520.0,7116,2025-05-21 14:02:17.058,,7678700,1027,False,nan
