,index,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv,trade,trade_cat
0,1392,1652141786,MERV - XMEV - GGAL - 24hs,6890.0,2025-05-30 14:00:27,2769,2025-05-30 14:00:30.955,7080.0,6,7000.0,37,6970.0,711,6960.0,123,6950.0,8,6790.0,100,6890.0,7592,6900.0,237,6940.0,2000,6950.0,1000,2025-05-30 14:00:30.881,,0,0,True,nan
1,1470,1652142029,MERV - XMEV - GGAL - 24hs,6870.0,2025-05-30 14:00:27,50,2025-05-30 14:00:31.939,6860.0,1,6850.0,406,6840.0,1,6830.0,152,6820.0,14,6880.0,9949,6890.0,4923,6900.0,237,6940.0,2000,6950.0,1000,2025-05-30 14:00:31.883,,53828780,7820,False,nan
2,1531,1652142211,MERV - XMEV - GGAL - 24hs,6860.0,2025-05-30 14:00:29,1,2025-05-30 14:00:32.561,6860.0,1,6850.0,406,6840.0,1,6830.0,152,6820.0,14,6880.0,9949,6890.0,4923,6900.0,237,6940.0,2000,6950.0,1000,2025-05-30 14:00:32.538,,53828780,7820,True,bid
3,1587,1652142364,MERV - XMEV - GGAL - 24hs,6860.0,2025-05-30 14:00:29,1,2025-05-30 14:00:33.071,6850.0,406,6840.0,1,6830.0,152,6820.0,14,6810.0,1000,6880.0,9948,6890.0,3923,6900.0,237,6940.0,2000,6950.0,1000,2025-05-30 14:00:33.037,,53835640,7821,False,nan
4,1652,1652142470,MERV - XMEV - GGAL - 24hs,6850.0,2025-05-30 14:00:30,84,2025-05-30 14:00:33.531,6840.0,1,6830.0,152,6820.0,14,6810.0,1000,6800.0,601,6850.0,1,6880.0,9948,6890.0,4923,6900.0,237,6940.0,2000,2025-05-30 14:00:33.538,,53835640,7821,True,bid
5,1727,1652142607,MERV - XMEV - GGAL - 24hs,6850.0,2025-05-30 14:00:30,84,2025-05-30 14:00:34.294,6840.0,1,6830.0,152,6820.0,14,6810.0,1000,6800.0,601,6850.0,1,6880.0,9948,6890.0,4923,6900.0,237,6940.0,2000,2025-05-30 14:00:34.299,,56616740,8227,False,nan
6,1803,1652142784,MERV - XMEV - GGAL - 24hs,6850.0,2025-05-30 14:00:30,84,2025-05-30 14:00:34.866,6840.0,1,6830.0,152,6820.0,14,6810.0,1000,6800.0,601,6850.0,1,6860.0,9948,6890.0,4923,6900.0,237,6940.0,2000,2025-05-30 14:00:34.796,,56616740,8227,False,nan
7,1938,1652143124,MERV - XMEV - GGAL - 24hs,6850.0,2025-05-30 14:00:30,84,2025-05-30 14:00:35.991,6840.0,1,6830.0,152,6820.0,14,6810.0,1000,6800.0,601,6850.0,1,6870.0,9948,6890.0,4923,6900.0,237,6940.0,2000,2025-05-30 14:00:35.893,,56616740,8227,False,nan
8,2035,1652143434,MERV - XMEV - GGAL - 24hs,6850.0,2025-05-30 14:00:30,84,2025-05-30 14:00:36.936,6840.0,1,6830.0,152,6820.0,14,6810.0,1000,6800.0,601,6850.0,1,6870.0,9948,6890.0,3923,6900.0,237,6940.0,2000,2025-05-30 14:00:36.836,,56616740,8227,False,nan
9,2103,1652143602,MERV - XMEV - GGAL - 24hs,6850.0,2025-05-30 14:00:30,84,2025-05-30 14:00:37.455,6840.0,1,6830.0,152,6820.0,14,6810.0,1000,6800.0,601,6850.0,1,6870.0,9948,6890.0,4923,6900.0,237,6950.0,1000,2025-05-30 14:00:37.336,,56616740,8227,False,nan
