,index,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv,trade,trade_cat
0,57,1638811864,MERV - XMEV - GGAL - 24hs,7130.0,2025-05-23 14:00:01,529,2025-05-23 14:00:09.012,7500.0,56,7380.0,5,7280.0,10,7200.0,2,7180.0,435,7100.0,65,7120.0,253,7130.0,1596,7140.0,900,7150.0,112,2025-05-23 14:00:08.915,,0,0,True,nan
1,90,1638811980,MERV - XMEV - GGAL - 24hs,7130.0,2025-05-23 14:00:01,10,2025-05-23 14:00:09.580,7100.0,64,7050.0,1500,7030.0,780,7020.0,1066,7000.0,1549,7130.0,1375,7140.0,900,7150.0,246,7170.0,402,7190.0,991,2025-05-23 14:00:09.422,,5554170,780,False,nan
2,112,1638812167,MERV - XMEV - GGAL - 24hs,7100.0,2025-05-23 14:00:03,10,2025-05-23 14:00:10.167,7100.0,64,7050.0,1500,7030.0,780,7020.0,1066,7000.0,1549,7130.0,1375,7140.0,900,7150.0,246,7170.0,402,7190.0,991,2025-05-23 14:00:09.915,,5554170,780,True,bid
3,137,1638812269,MERV - XMEV - GGAL - 24hs,7100.0,2025-05-23 14:00:03,10,2025-05-23 14:00:10.501,7050.0,1500,7030.0,780,7020.0,1066,7000.0,1549,6990.0,250,7100.0,736,7130.0,2575,7140.0,900,7150.0,246,7170.0,402,2025-05-23 14:00:10.431,,6008570,844,False,nan
4,162,1638812388,MERV - XMEV - GGAL - 24hs,7100.0,2025-05-23 14:00:05,1,2025-05-23 14:00:11.051,7050.0,1500,7030.0,780,7020.0,1066,7000.0,1549,6990.0,250,7100.0,735,7130.0,2575,7140.0,900,7150.0,246,7170.0,402,2025-05-23 14:00:10.930,,6015670,845,True,offer
5,259,1638812671,MERV - XMEV - GGAL - 24hs,7100.0,2025-05-23 14:00:05,1,2025-05-23 14:00:12.023,7050.0,1500,7030.0,780,7020.0,1066,7010.0,1500,7000.0,1549,7100.0,735,7130.0,2575,7140.0,900,7150.0,246,7170.0,402,2025-05-23 14:00:11.842,,6015670,845,False,nan
6,341,1638812974,MERV - XMEV - GGAL - 24hs,7100.0,2025-05-23 14:00:11,35,2025-05-23 14:00:12.968,7050.0,1500,7030.0,780,7020.0,1066,7010.0,1500,7000.0,1549,7100.0,735,7130.0,2575,7140.0,900,7150.0,246,7170.0,402,2025-05-23 14:00:12.615,,6015670,845,True,offer
7,395,1638813134,MERV - XMEV - GGAL - 24hs,7100.0,2025-05-23 14:00:11,76,2025-05-23 14:00:13.459,7050.0,1500,7030.0,780,7020.0,1066,7010.0,1500,7000.0,1549,7100.0,524,7120.0,900,7130.0,2575,7150.0,246,7170.0,402,2025-05-23 14:00:13.112,,7513770,1056,False,nan
8,447,1638813282,MERV - XMEV - GGAL - 24hs,7100.0,2025-05-23 14:00:11,76,2025-05-23 14:00:14.028,7050.0,6500,7030.0,780,7020.0,1066,7010.0,1500,7000.0,1549,7100.0,524,7120.0,900,7130.0,2575,7150.0,246,7170.0,402,2025-05-23 14:00:13.784,,7513770,1056,False,nan
9,528,1638813513,MERV - XMEV - GGAL - 24hs,7100.0,2025-05-23 14:00:11,76,2025-05-23 14:00:15.715,7060.0,1000,7050.0,6500,7030.0,780,7020.0,66,7010.0,1500,7100.0,524,7120.0,900,7130.0,2575,7150.0,246,7170.0,402,2025-05-23 14:00:15.651,,7513770,1056,False,nan
