,index,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv,trade,trade_cat
0,561,1893202312,MERV - XMEV - GGAL - 24hs,4580.0,2025-09-09 13:30:01,4651,2025-09-09 13:30:01.231,4600.0,331,4590.0,4320,4500.0,1533,4490.0,515,4470.0,8,4285.0,1150,4440.0,7,4490.0,15,4530.0,15,4550.0,2000,2025-09-09 13:30:01.150,,0,0,True,nan
1,577,1893202524,MERV - XMEV - GGAL - 24hs,4580.0,2025-09-09 13:30:01,4651,2025-09-09 13:30:02.279,4500.0,1533,4490.0,515,4470.0,8,4460.0,74,4455.0,382,4580.0,1551,4590.0,2463,4600.0,162,4620.0,15,4650.0,50,2025-09-09 13:30:02.168,,21301580,4651,False,nan
2,580,1893202629,MERV - XMEV - GGAL - 24hs,4580.0,2025-09-09 13:30:01,4651,2025-09-09 13:30:02.732,4500.0,1533,4490.0,515,4470.0,8,4460.0,74,4455.0,382,4570.0,12500,4580.0,1551,4590.0,2463,4600.0,162,4620.0,15,2025-09-09 13:30:02.649,,21301580,4651,False,nan
3,640,1893203492,MERV - XMEV - GGAL - 24hs,4580.0,2025-09-09 13:30:01,4651,2025-09-09 13:30:06.152,4500.0,1533,4490.0,515,4470.0,8,4460.0,74,4455.0,382,4570.0,12500,4580.0,1551,4590.0,463,4600.0,162,4620.0,15,2025-09-09 13:30:06.008,,21301580,4651,False,nan
4,758,1893204015,MERV - XMEV - GGAL - 24hs,4570.0,2025-09-09 13:30:09,5,2025-09-09 13:30:09.630,4500.0,1533,4490.0,515,4470.0,8,4460.0,74,4455.0,382,4570.0,12500,4580.0,1551,4590.0,463,4600.0,162,4620.0,15,2025-09-09 13:30:09.548,,21301580,4651,True,offer
5,770,1893204075,MERV - XMEV - GGAL - 24hs,4570.0,2025-09-09 13:30:09,5,2025-09-09 13:30:10.129,4500.0,1533,4490.0,515,4475.0,39,4470.0,8,4460.0,74,4570.0,12495,4580.0,1551,4590.0,463,4600.0,162,4620.0,15,2025-09-09 13:30:10.048,,21301580,4651,False,nan
6,802,1893204230,MERV - XMEV - GGAL - 24hs,4500.0,2025-09-09 13:30:10,500,2025-09-09 13:30:10.744,4500.0,1533,4490.0,515,4475.0,39,4470.0,8,4460.0,74,4570.0,12495,4580.0,1551,4590.0,463,4600.0,162,4620.0,15,2025-09-09 13:30:10.548,,21324430,4656,True,bid
7,839,1893204488,MERV - XMEV - GGAL - 24hs,4500.0,2025-09-09 13:30:10,500,2025-09-09 13:30:11.484,4475.0,39,4470.0,8,4460.0,74,4455.0,382,4450.0,1573,4487.5,2952,4570.0,12495,4580.0,1551,4590.0,463,4600.0,162,2025-09-09 13:30:11.075,,21324430,4656,False,nan
8,871,1893204637,MERV - XMEV - GGAL - 24hs,4487.5,2025-09-09 13:30:11,4,2025-09-09 13:30:11.931,4475.0,39,4470.0,8,4460.0,74,4455.0,382,4450.0,1573,4487.5,2952,4570.0,12495,4580.0,1551,4590.0,463,4600.0,162,2025-09-09 13:30:11.576,,30535280,6704,True,offer
9,900,1893204762,MERV - XMEV - GGAL - 24hs,4487.5,2025-09-09 13:30:11,4,2025-09-09 13:30:12.300,4475.0,39,4470.0,8,4460.0,74,4455.0,382,4450.0,1573,4487.5,2948,4570.0,12495,4580.0,1551,4590.0,463,4600.0,162,2025-09-09 13:30:12.075,,30553230,6708,False,nan
10,944,1893204911,MERV - XMEV - GGAL - 24hs,4487.5,2025-09-09 13:30:11,4,2025-09-09 13:30:13.130,4475.0,39,4470.0,8,4460.0,74,4455.0,382,4450.0,1573,4487.5,2948,4570.0,12595,4580.0,1551,4590.0,463,4600.0,162,2025-09-09 13:30:13.015,,30553230,6708,False,nan
11,971,1893204969,MERV - XMEV - GGAL - 24hs,4460.0,2025-09-09 13:30:13,8,2025-09-09 13:30:13.600,4475.0,39,4470.0,8,4460.0,74,4455.0,382,4450.0,1573,4487.5,2948,4570.0,12595,4580.0,1551,4590.0,463,4600.0,162,2025-09-09 13:30:13.516,,30553230,6708,True,bid
12,988,1893205037,MERV - XMEV - GGAL - 24hs,4460.0,2025-09-09 13:30:13,8,2025-09-09 13:30:14.115,4455.0,382,4450.0,1573,4445.0,112,4442.5,200,4440.0,4995,4460.0,1879,4570.0,12595,4580.0,1551,4590.0,463,4600.0,162,2025-09-09 13:30:14.015,,31093555,6829,False,nan
13,1061,1893205240,MERV - XMEV - GGAL - 24hs,4455.0,2025-09-09 13:30:15,362,2025-09-09 13:30:15.490,4455.0,382,4450.0,1573,4445.0,112,4442.5,200,4440.0,4995,4460.0,1879,4570.0,12595,4580.0,1551,4590.0,463,4600.0,162,2025-09-09 13:30:15.353,,31093555,6829,True,bid
