,index,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv,trade,trade_cat
0,56,1521135765,MERV - XMEV - GGAL - 24hs,7310.0,2025-03-28 14:00:03,1224,2025-03-28 14:00:12.711,7660.0,1153,7400.0,19,7380.0,30,7310.0,22,7300.0,397,7200.0,2,7300.0,769,7310.0,2518,7330.0,2500,7390.0,500,2025-03-28 14:00:12.479,,0,0,True,nan
1,74,1521135912,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:03,15,2025-03-28 14:00:13.194,7260.0,130,7250.0,53,7240.0,45,7230.0,5000,7210.0,1301,7280.0,2083,7310.0,2065,7330.0,2500,7390.0,500,7400.0,65,2025-03-28 14:00:12.980,,11991240,1641,False,nan
2,115,1521136144,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:03,15,2025-03-28 14:00:13.959,7260.0,130,7250.0,53,7240.0,45,7230.0,5000,7210.0,1301,7280.0,2083,7310.0,2065,7330.0,2500,7390.0,500,7400.0,565,2025-03-28 14:00:13.702,,11991240,1641,False,nan
3,187,1521136566,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:03,15,2025-03-28 14:00:15.366,7260.0,130,7250.0,53,7240.0,45,7230.0,5000,7210.0,1301,7280.0,2083,7310.0,2065,7320.0,2500,7390.0,500,7400.0,565,2025-03-28 14:00:14.754,,11991240,1641,False,nan
4,261,1521136941,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:03,15,2025-03-28 14:00:16.586,7260.0,130,7250.0,53,7240.0,45,7230.0,5000,7210.0,1301,7280.0,2083,7310.0,2065,7320.0,2500,7370.0,1000,7390.0,500,2025-03-28 14:00:15.737,,11991240,1641,False,nan
5,317,1521137190,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:03,15,2025-03-28 14:00:17.391,7260.0,130,7250.0,53,7240.0,45,7230.0,5000,7210.0,1301,7280.0,2083,7310.0,2065,7320.0,2500,7370.0,4000,7390.0,500,2025-03-28 14:00:16.413,,11991240,1641,False,nan
6,365,1521137363,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:03,15,2025-03-28 14:00:17.947,7260.0,130,7250.0,53,7240.0,745,7230.0,5000,7210.0,1301,7280.0,2083,7310.0,2065,7320.0,2500,7370.0,3000,7390.0,500,2025-03-28 14:00:16.913,,11991240,1641,False,nan
7,408,1521137522,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:03,15,2025-03-28 14:00:18.451,7260.0,130,7250.0,53,7240.0,745,7230.0,5000,7210.0,1301,7280.0,2083,7310.0,2065,7320.0,2500,7350.0,15000,7370.0,4000,2025-03-28 14:00:17.413,,11991240,1641,False,nan
8,456,1521137688,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:03,15,2025-03-28 14:00:18.975,7260.0,130,7250.0,53,7240.0,745,7230.0,5000,7210.0,1301,7280.0,2083,7310.0,2065,7320.0,2500,7350.0,15000,7370.0,7000,2025-03-28 14:00:17.913,,11991240,1641,False,nan
9,503,1521137820,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:03,15,2025-03-28 14:00:19.419,7260.0,130,7250.0,53,7240.0,745,7230.0,5000,7210.0,1301,7280.0,2083,7310.0,2065,7320.0,2500,7350.0,15000,7370.0,9000,2025-03-28 14:00:18.414,,11991240,1641,False,nan
10,559,1521137930,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:03,15,2025-03-28 14:00:19.790,7260.0,130,7250.0,53,7240.0,745,7230.0,5000,7210.0,1301,7280.0,2083,7310.0,2065,7320.0,17500,7370.0,9000,7390.0,500,2025-03-28 14:00:18.913,,11991240,1641,False,nan
11,741,1521138289,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:21,1,2025-03-28 14:00:21.328,7260.0,130,7250.0,53,7240.0,745,7230.0,5000,7210.0,1301,7280.0,2083,7310.0,2065,7320.0,17500,7370.0,9000,7390.0,500,2025-03-28 14:00:21.246,,11991240,1641,True,offer
12,773,1521138352,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:21,1,2025-03-28 14:00:22.047,7260.0,130,7250.0,53,7240.0,745,7230.0,5000,7210.0,1301,7280.0,2082,7310.0,2065,7320.0,17500,7370.0,9000,7390.0,500,2025-03-28 14:00:21.955,,11991240,1641,False,nan
13,809,1521138415,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:21,1,2025-03-28 14:00:22.538,7260.0,130,7250.0,53,7240.0,745,7230.0,5000,7210.0,1301,7280.0,2082,7310.0,2065,7320.0,17500,7370.0,9000,7390.0,500,2025-03-28 14:00:22.456,,11998520,1642,False,nan
14,1121,1521138943,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:21,1,2025-03-28 14:00:26.410,7260.0,130,7250.0,53,7240.0,745,7230.0,5000,7210.0,16301,7280.0,2082,7310.0,2065,7320.0,17500,7370.0,9000,7390.0,500,2025-03-28 14:00:26.324,,11998520,1642,False,nan
15,1276,1521139286,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:27,33,2025-03-28 14:00:28.039,7260.0,130,7250.0,53,7240.0,745,7230.0,5000,7210.0,16301,7280.0,2082,7310.0,2065,7320.0,17500,7370.0,9000,7390.0,500,2025-03-28 14:00:27.818,,11998520,1642,True,offer
16,1342,1521139420,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:27,33,2025-03-28 14:00:28.472,7260.0,130,7250.0,53,7240.0,745,7230.0,5000,7210.0,16301,7280.0,2082,7310.0,2065,7320.0,17500,7370.0,9000,7390.0,500,2025-03-28 14:00:28.321,,12238760,1675,False,nan
17,1399,1521139524,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:27,33,2025-03-28 14:00:28.908,7260.0,130,7250.0,53,7240.0,745,7230.0,5000,7210.0,16301,7280.0,2049,7310.0,2065,7320.0,17500,7370.0,9000,7390.0,500,2025-03-28 14:00:28.821,,12238760,1675,False,nan
18,1599,1521139879,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:27,33,2025-03-28 14:00:30.880,7260.0,130,7250.0,53,7240.0,745,7230.0,5000,7210.0,16301,7280.0,2049,7310.0,2065,7320.0,17500,7370.0,1000,7390.0,500,2025-03-28 14:00:30.799,,12238760,1675,False,nan
19,2044,1521140748,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:27,33,2025-03-28 14:00:36.698,7260.0,130,7250.0,53,7240.0,745,7230.0,5000,7220.0,15000,7280.0,2049,7310.0,2065,7320.0,17500,7370.0,1000,7390.0,500,2025-03-28 14:00:36.575,,12238760,1675,False,nan
20,2183,1521140995,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:27,33,2025-03-28 14:00:38.662,7260.0,150,7250.0,53,7240.0,745,7230.0,5000,7220.0,15000,7280.0,2049,7310.0,2065,7320.0,17500,7370.0,1000,7390.0,500,2025-03-28 14:00:38.580,,12238760,1675,False,nan
21,2806,1521142183,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:27,33,2025-03-28 14:00:47.842,7260.0,150,7250.0,53,7240.0,745,7230.0,5000,7220.0,15000,7280.0,2049,7310.0,17065,7320.0,2500,7370.0,1000,7390.0,500,2025-03-28 14:00:47.749,,12238760,1675,False,nan
22,2889,1521142314,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:27,33,2025-03-28 14:00:48.814,7260.0,150,7250.0,54,7240.0,745,7230.0,5000,7220.0,15000,7280.0,2049,7310.0,17065,7320.0,2500,7370.0,1000,7390.0,500,2025-03-28 14:00:48.725,,12238760,1675,False,nan
23,2990,1521142510,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:27,33,2025-03-28 14:00:50.075,7260.0,150,7250.0,54,7240.0,745,7230.0,5000,7220.0,15000,7280.0,2049,7310.0,18065,7320.0,2500,7390.0,500,7400.0,565,2025-03-28 14:00:49.915,,12238760,1675,False,nan
24,3226,1521142998,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:27,33,2025-03-28 14:00:52.675,7260.0,150,7250.0,124,7240.0,745,7230.0,5000,7220.0,15000,7280.0,2049,7310.0,18065,7320.0,2500,7390.0,500,7400.0,565,2025-03-28 14:00:52.579,,12238760,1675,False,nan
25,3373,1521143284,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:27,33,2025-03-28 14:00:55.133,7260.0,150,7250.0,124,7240.0,745,7230.0,5000,7220.0,15000,7280.0,2049,7310.0,17065,7320.0,2500,7340.0,1000,7390.0,500,2025-03-28 14:00:55.008,,12238760,1675,False,nan
26,3578,1521143735,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:27,33,2025-03-28 14:00:57.433,7260.0,150,7250.0,126,7240.0,745,7230.0,5000,7220.0,15000,7280.0,2049,7310.0,17065,7320.0,2500,7340.0,1000,7390.0,500,2025-03-28 14:00:57.351,,12238760,1675,False,nan
27,3733,1521144090,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:27,33,2025-03-28 14:00:58.908,7260.0,150,7250.0,126,7240.0,15745,7230.0,5000,7220.0,5000,7280.0,2049,7310.0,17065,7320.0,2500,7340.0,1000,7390.0,500,2025-03-28 14:00:58.659,,12238760,1675,False,nan
28,3795,1521144203,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:27,33,2025-03-28 14:00:59.972,7260.0,150,7250.0,126,7240.0,15745,7230.0,5000,7220.0,5000,7280.0,2049,7310.0,17065,7320.0,2500,7340.0,6000,7390.0,500,2025-03-28 14:00:59.886,,12238760,1675,False,nan
29,3965,1521144574,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:27,33,2025-03-28 14:01:01.828,7260.0,150,7250.0,126,7240.0,15779,7230.0,5000,7220.0,5000,7280.0,2049,7310.0,17065,7320.0,2550,7340.0,6000,7390.0,500,2025-03-28 14:01:01.746,,12238760,1675,False,nan
30,4066,1521144783,MERV - XMEV - GGAL - 24hs,7280.0,2025-03-28 14:00:27,33,2025-03-28 14:01:03.057,7260.0,150,7250.0,131,7240.0,15779,7230.0,5000,7220.0,5000,7280.0,2049,7310.0,17065,7320.0,2550,7340.0,6000,7390.0,500,2025-03-28 14:01:02.975,,12238760,1675,False,nan
