,index,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv,trade,trade_cat
0,266,1703940865,MERV - XMEV - GGAL - 24hs,6200.0,2025-06-25 14:00:10,758,2025-06-25 14:00:10.824,6410.0,21,6400.0,10,6350.0,63,6310.0,10,6300.0,230,6000.0,188,6020.0,60,6190.0,250,6200.0,300,6220.0,144,2025-06-25 14:00:10.751,,0,0,True,nan
1,291,1703940993,MERV - XMEV - GGAL - 24hs,6200.0,2025-06-25 14:00:10,758,2025-06-25 14:00:11.325,6180.0,2163,6160.0,3,6150.0,5012,6140.0,14,6130.0,16700,6200.0,55,6220.0,144,6240.0,5100,6250.0,5000,6260.0,15295,2025-06-25 14:00:11.251,,0,0,False,nan
2,315,1703941056,MERV - XMEV - GGAL - 24hs,6200.0,2025-06-25 14:00:11,21,2025-06-25 14:00:11.824,6180.0,2163,6160.0,3,6150.0,20012,6140.0,14,6130.0,16700,6200.0,55,6220.0,144,6240.0,5100,6250.0,20000,6260.0,15295,2025-06-25 14:00:11.750,,4699600,758,True,offer
3,355,1703941146,MERV - XMEV - GGAL - 24hs,6200.0,2025-06-25 14:00:11,21,2025-06-25 14:00:12.482,6180.0,2163,6160.0,3,6150.0,20012,6140.0,14,6130.0,16700,6200.0,34,6220.0,144,6240.0,5100,6250.0,20000,6260.0,15295,2025-06-25 14:00:12.412,,4699600,758,False,nan
4,379,1703941183,MERV - XMEV - GGAL - 24hs,6200.0,2025-06-25 14:00:11,21,2025-06-25 14:00:12.981,6180.0,2163,6160.0,3,6150.0,20012,6140.0,14,6130.0,16700,6200.0,34,6220.0,144,6240.0,5100,6250.0,20000,6260.0,15295,2025-06-25 14:00:12.911,,4829800,779,False,nan
5,408,1703941248,MERV - XMEV - GGAL - 24hs,6200.0,2025-06-25 14:00:12,10,2025-06-25 14:00:13.481,6180.0,2163,6160.0,3,6150.0,20012,6140.0,14,6130.0,16700,6200.0,34,6220.0,144,6240.0,5100,6250.0,20000,6260.0,15295,2025-06-25 14:00:13.411,,4829800,779,True,offer
6,427,1703941304,MERV - XMEV - GGAL - 24hs,6200.0,2025-06-25 14:00:12,10,2025-06-25 14:00:13.981,6180.0,2163,6160.0,3,6150.0,20012,6140.0,14,6130.0,16700,6200.0,24,6220.0,144,6240.0,5100,6250.0,20000,6260.0,15295,2025-06-25 14:00:13.911,,4891800,789,False,nan
7,455,1703941359,MERV - XMEV - GGAL - 24hs,6200.0,2025-06-25 14:00:14,21,2025-06-25 14:00:14.482,6180.0,2163,6160.0,3,6150.0,20012,6140.0,14,6130.0,16700,6200.0,24,6220.0,144,6240.0,5100,6250.0,20000,6260.0,15295,2025-06-25 14:00:14.411,,4891800,789,True,offer
8,485,1703941429,MERV - XMEV - GGAL - 24hs,6200.0,2025-06-25 14:00:14,21,2025-06-25 14:00:14.983,6180.0,2163,6160.0,3,6150.0,20012,6140.0,14,6130.0,16700,6200.0,3,6220.0,144,6240.0,5100,6250.0,20000,6260.0,15295,2025-06-25 14:00:14.911,,5022000,810,False,nan
9,736,1703941961,MERV - XMEV - GGAL - 24hs,6200.0,2025-06-25 14:00:14,21,2025-06-25 14:00:20.192,6180.0,2186,6160.0,3,6150.0,20012,6140.0,14,6130.0,16700,6200.0,3,6220.0,144,6240.0,5100,6250.0,20000,6260.0,15295,2025-06-25 14:00:20.069,,5022000,810,False,nan
